tailid,email,name_nb,name_nn,name_en,url_nb,url_en,orgstructid,orgid,kommunenummer,parentid
30927,,Nesseby forliksråd - Unjárgga soabahusráddi,Nesseby forliksråd - Unjárgga soabahusráddi,Nesseby Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30928,,Nesset forliksråd,Nesset forliksråd,Nesset Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30930,,Nittedal forliksråd,Nittedal forliksråd,Nittedal Conciliation Board,http://www.forliksradet.no/,,281,,,42202
30932,,Nome forliksråd,Nome forliksråd,Nome Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30933,,Nord-Aurdal forliksråd,Nord-Aurdal forliksråd,Nord-Aurdal Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30934,,Norddal forliksråd,Norddal forliksråd,Norddal Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30936,,Nord-Fron forliksråd,Nord-Fron forliksråd,Nord-Fron Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30937,,Nordkapp forliksråd,Nordkapp forliksråd,Nordkapp Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30938,,Nord-Odal forliksråd,Nord-Odal forliksråd,Nord-Odal  Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30939,,Nordre Land forliksråd,Nordre Land forliksråd,Nordre Land Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30940,,Nordreisa forliksråd,Nordreisa forliksråd,Nordreisa Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30943,,Nærøy forliksråd,Nærøy forliksråd,Nærøy Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30945,,Odda forliksråd,Odda forliksråd,Odda Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30946,,Oppdal forliksråd,Oppdal forliksråd,Oppdal Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30947,sianpost@sismo.no,Oppegård forliksråd,Oppegård forliksråd,Oppegård Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30948,,Orkdal forliksråd,Orkdal forliksråd,Orkdal Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30950,,Os forliksråd (Hordaland),Os forliksråd (Hordaland),Os Conciliation Board (Hordaland),http://www.forliksraadet.no/index.php,,281,,,42202
30951,,Osen forliksråd,Osen forliksråd,Osen Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30952,oslo@namsfogden.no,Oslo forliksråd,Oslo forliksråd,Oslo Conciliation Board,http://www.namsfogden.no,,281,,,42202
30955,,Porsanger forliksråd,Porsanger forliksråd,Porsanger Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30956,,Porsgrunn forliksråd,Porsgrunn forliksråd,Porsgrunn Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
23582,biblioteket@hamar.kommune.no,Hamar folkebibliotek,Hamar folkebibliotek,Hamar Public Library,http://www.hamar.kommune.no/hamar/www/site/forsiden/bibliotek/,http://www.hamar.kommune.no/category3484.html,73,,,26036
23583,os.bibliotek@os.kommune.no,Os bibliotek (Hedmark),Os bibliotek (Hedmark),Os Public Library (Hedmark),http://www.os.hedmark.no/Tjenester/Bibliotek/,,73,,,25725
23584,bibliotek@stange.kommune.no,Stange bibliotek,Stange bibliotek,Stange Public Library,http://www.stange.folkebibl.no/,,73,,,25472
23585,biblioteket@sor-odal.kommune.no,Sør-Odal bibliotek,Sør-Odal bibliotek,Sør-Odal Public Library,http://www.sor-odal.kommune.no/so/biblioteket,,73,,,25365
23586,biblioteket@vaaler-he.kommune.no,Våler folkebibliotek (Hedmark),Våler folkebibliotek (Hedmark),Våler Public Library (Hedmark),http://www.vaaler-he.kommune.no/artikkel.aspx?AId=169&MId1=380,,73,,,25201
23587,bibliotek@gausdal.kommune.no,Gausdal folkebibliotek,Gausdal folkebibliotek,Gausdal Public Library,http://www.gausdal.kommune.no/artikkel/31919/10118:27049:,,73,,,26072
28065,firmapost-midt@vegvesen.no,Sunndalsøra Servicekontor (trafikkstasjon),Sunndalsøra Servicekontor (trafikkstasjon),Sunndalsøra Traffic Services Office,http://www.vegvesen.no/Om+Statens+vegvesen/Kontakt/Kontakt+oss/Trafikkstasjoner,http://www.vegvesen.no/en/The+NPRA/Contact+us/Contact+information/56794.cms,37,,,33802
39102,dok@dok.no,Dokumentasjonssenteret,Dokumentasjonssenteret,National Centre for Documentation on Disability,http://www.dok.no/,,39,,,27125
38562,post@imdi.no,IMDi - Integrerings- og mangfoldsdirektoratet,IMDi - Integrerings- og mangfoldsdirektoratet,Directorate of Integration and Diversity,http://www.imdi.no,http://www.imdi.no/en/Sprak/English/,33,987879696,,27125
22404,postmaster@vosskrisesenter.no,Voss krisesenter,Voss krisesenter,Voss krisesenter,http://www.vosskrisesenter.no/,http://www.krisesenter.com/english/english.html,82,971543078,,
22405,post@krisesenteret.sf.no,Krisesenteret i Sogn og Fjordane,Krisesenteret i Sogn og Fjordane,Krisesenteret i Sogn og Fjordane,http://www.krisesenteret.sf.no/,http://www.krisesenter.com/english/english.html,82,,,
22406,post@nordmorekrisesenter.no,"Nordmøre krisesenter, Kristiansund","Nordmøre krisesenter, Kristiansund","Nordmøre krisesenter, Kristiansund",http://www.nordmorekrisesenter.no/,http://www.nordmorekrisesenter.no/pages/view/39403,82,971367695,,
22407,krisesenteret.molde@online.no,Molde og omegn krisesenter,Molde og omegn krisesenter,Molde og omegn krisesenter,http://www.krisesenteretmolde.no/,http://www.krisesenteretmolde.no/,82,971485302,,
22408,krisesenter-kvinner@alesund.kommune.no,"Krisesenter for Sunnmøre, Ålesund","Krisesenter for Sunnmøre, Ålesund",The Women's shelter service in Ålesund,http://www.alesund.kommune.no/sub/krisesenter/,http://www.alesund.kommune.no/sub/krisesenter/images/stories/Brosjyrer/Krisesenter_brosjyre_Engelsk.pdf,82,,,
21460,post.vestfinnmark@politiet.no,Måsøy lensmannskontor,Måsøy lensmannskontor,Måsøy Police Station (lensmann) ,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_487.xhtml,https://www.politi.no/international/,39,,,25231
21461,post.vestfinnmark@politiet.no,Nordkapp lensmannskontor,Nordkapp lensmannskontor,Nordkapp Police Station (lensmann) ,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_482.xhtml,https://www.politi.no/international/,39,,,25231
21462,post.vestfinnmark@politiet.no,Porsanger lensmannskontor,Porsanger lensmannskontor,Porsanger Police Station (lensmann) ,https://www.politi.no/vestfinnmark/kontakt_vestfinnmark/KontaktInfo_485.xhtml,https://www.politi.no/international/,39,,,25231
21463,post.ostfinnmark@politiet.no,Vardø politistasjon,Vardø politistasjon,Vardø Police Station ,https://www.politi.no/ostfinnmark/kontakt_ostfinnmark/KontaktInfo_417.xhtml,https://www.politi.no/international/,39,,,25323
21464,post.ostfinnmark@politiet.no,Båtsfjord politistasjon,Båtsfjord politistasjon,Båtsfjord Police Station ,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_ostfinnmark/KontaktInfo_412.xhtml,https://www.politi.no/international/,39,,,25323
21466,post.mhpd@politiet.no,Hadsel lensmannskontor,Hadsel lensmannskontor,Hadsel Police Station (lensmann) ,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_269.xhtml,https://www.politi.no/international/,39,,,25587
21374,postmottak@helse-bergen.no,Voss sjukehus,Voss sjukehus,Voss sjukehus,http://www.helse-bergen.no,http://www.helse-bergen.no/english/Sider/side.aspx,39,,,32242
21375,jsurpost@domstol.no,Nordmøre jordskifterett,Nordmøre jordskifterett,Nordmøre Land Consolidation Court,http://www.jordskifte.no/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21376,post@helse-forde.no,Førde sentralsjukehus,Førde sentralsjukehus,Førde sentralsjukehus,http://www.helse-forde.no/,,39,,,32243
21382,postmottak@helse-sunnmore.no,Ålesund sjukehus,Ålesund sjukehus,Ålesund Hospital ,http://www.helse-sunnmore.no,,39,,,44422
21385,jforpost@domstol.no,Sunnfjord og Ytre Sogn jordskifterett,Sunnfjord og Ytre Sogn jordskifterett,Sunnfjord and Ytre Sogn Land Consolidation Court,http://www.domstol.no/Enkelt-domstol/Jordskiftedomstolene/Om-jordskiftedomstolene/Jordskifterettenes-informasjonssider/Sunnfjord-og-Ytre-Sogn-jordskifterett/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
28292,buskerud.sfd@dsb.no,Buskerud sivilforsvarsdistrikt,Buskerud sivilforsvarsdistrikt,Buskerud Civil Defence District,http://www.sivilforsvaret.no/Distrikter/Buskerud/Aktuelt1/,http://www.sivilforsvaret.no/s/English/,36,,,26551
38009,briskeby@statped.no,Briskeby kompetansesenter AS,Briskeby kompetansesenter AS,Briskeby School and Special Needs Resource Centre AS,http://www.statped.no/Kompetansesentre/Briskeby-/,http://www.statped.no/Spraksider/In-English/,39,986678298,,26582
28294,vestfold.sfd@dsb.no,Vestfold sivilforsvarsdistrikt,Vestfold sivilforsvarsdistrikt,Vestfold Civil Defence District,http://www.sivilforsvaret.no/Distrikter/Vestfold/Aktuelt1/,http://www.sivilforsvaret.no/s/English/,36,,,26551
28295,oa.sfd@dsb.no,Oslo og Akershus sivilforsvarsdistrikt,Oslo og Akershus sivilforsvarsdistrikt,Oslo & Akershus Civil Defence District,http://www.sivilforsvaret.no/Distrikter/Oslo-og-Akershus/Aktuelt/,http://www.sivilforsvaret.no/s/English/,36,,,26551
28301,hedmark.sfd@dsb.no,Hedmark sivilforsvarsdistrikt,Hedmark sivilforsvarsdistrikt,Hedmark Civil Defence District,http://www.sivilforsvaret.no/Distrikter/hedmark/Aktuelt/,http://www.sivilforsvaret.no/s/English/,36,,,26551
28307,st.sfd@dsb.no,"Sivilforsvarets beredskaps- og kompetansesenter, Sør-Trøndelag sivilforsvarsdistrikt","Sivilforsvarets beredskaps- og kompetansesenter, Sør-Trøndelag sivilforsvarsdistrikt","Civil Defence Regional Training College, Sør-Trondelag",http://www.sivilforsvaret.no/Distrikter/Sor-Trondelag/Om-distriktet/,http://www.sivilforsvaret.no/s/English/,39,,,26551
21789,post.hedmark@politiet.no,Stange lensmannskontor,Stange lensmannskontor,Stange Police Station (lensmann) ,https://www.politi.no/hedmark/kontakt_hedmark/KontaktInfo_147.xhtml,http://www.politi.no/international/,39,,,26037
21784,post.hedmark@politiet.no,Åsnes lensmannskontor,Åsnes lensmannskontor,Åsnes Police Station ,https://www.politi.no/hedmark/kontakt_hedmark/KontaktInfo_182.xhtml,http://www.politi.no/international/,39,,,26037
21826,post.ostfold@politiet.no,Vansjø lensmannskontor,Vansjø lensmannskontor,Vansjø Police Station (lensmann) ,https://www.politi.no/ostfold/kontakt_ostfold/KontaktInfo_202.xhtml,https://www.politi.no/international/,39,,,26157
21722,post.vestfold@politiet.no,Indre Vestfold lensmannskotor,Indre Vestfold lensmannskotor,Indre Vestfold Police Station,https://www.politi.no/vestfold/kontakt_vestfold/KontaktInfo_9.xhtml,https://www.politi.no/international/,39,,,25293
21763,nordre.buskerud@politiet.no,Flå lensmannskontor,Flå lensmannskontor,Flå Police Station ,https://www.politi.no/nordre_buskerud/,https://www.politi.no/international/,39,,,25636
21769,nordre.buskerud@politiet.no,Nes lensmannskontor (Buskerud),Nes lensmannskontor (Buskerud),"Nes Police Station, Buskerud",https://www.politi.no/nordre_buskerud/kontakt_nordre_buskerud/KontaktInfo_113.xhtml,https://www.politi.no/international/,39,,,25636
21768,nordre.buskerud@politiet.no,Modum lensmannskontor,Modum lensmannskontor,Modum Police Station ,https://www.politi.no/nordre_buskerud/kontakt_nordre_buskerud/KontaktInfo_107.xhtml,https://www.politi.no/international/,39,,,25636
21838,post.romerike@politiet.no,Aurskog-Høland lensmannskontor,Aurskog-Høland lensmannskontor,Aurskog-Høland Police Station (lensmann) ,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_romerike/,https://www.politi.no/international/,39,,,25622
21843,post.romerike@politiet.no,Nes lensmannskontor (Akershus),Nes lensmannskontor (Akershus),"Nes Police Station, Akershus (lensmann) ",https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_romerike/KontaktInfo_112.xhtml,https://www.politi.no/international/,39,,,25622
21728,post.vestfold@politiet.no,Sandefjord politistasjon,Sandefjord politistasjon,Sandefjord Police Station ,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_vestfold/,https://www.politi.no/international/,39,,,25293
21736,post.telemark@politiet.no,Siljan lensmannskontor,Siljan lensmannskontor,Siljan Police Station (lensmann) ,https://www.politi.no/telemark/,https://www.politi.no/international/,39,,,25531
21739,post.telemark@politiet.no,Kviteseid lensmannskontor,Kviteseid lensmannskontor,Kviteseid Police Station ,https://www.politi.no/telemark/kontakt_telemark/KontaktInfo_337.xhtml,https://www.politi.no/international/,39,,,25531
21750,nordre.buskerud@politiet.no,Jevnaker lensmannskontor,Jevnaker lensmannskontor,Jevnaker Police Station,https://www.politi.no/nordre_buskerud/kontakt_nordre_buskerud/KontaktInfo_80.xhtml,https://www.politi.no/international/,39,,,25636
21748,post.vestoppland@politiet.no,Etnedal lensmannskontor,Etnedal lensmannskontor,Etnedal Police Station ,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_vestoppland/KontaktInfo_517.xhtml,https://www.politi.no/international/,39,,,25235
23474,biblioteket@rollag.kommune.no,Rollag folkebibliotek,Rollag folkebibliotek,Rollag Public Library,http://www.rollag.kommune.no/Tjenester.aspx?id=SIT23740&service=120718&version=1&orgno=964963282,,73,,,25653
23475,slemmestad.bibliotek@royken.kommune.no,Røyken folkebibliotek,Røyken folkebibliotek,Røyken Public Library,http://www.royken.folkebibl.no/,,73,,,25606
23479,bibliotek@hole.kommune.no,Hole bibliotek,Hole bibliotek,Hole Public Library,http://www.bibliotek.hole.kommune.no/,,73,,,26000
23480,bibliotek@hurum.kommune.no,Hurum folkebibliotek,Hurum folkebibliotek,Hurum Public Library,http://www.hurum.kommune.no/bibliotek.html,,73,,,26011
23481,post@sigdal.kommune.no,Sigdal folkebibliotek,Sigdal folkebibliotek,Sigdal Public Library,http://www.sigdal.kommune.no/default.asp?uid=132&CID=24,,73,,,25593
23488,oyer.folkebibl@oyer.kommune.no,Øyer folkebibliotek,Øyer folkebibliotek,Øyer Public Library,http://www.oyer.kommune.no/view/12221,,73,,,27579
28242,post@entraeiendom.no,Entra eiendom AS,Entra eiendom AS,Entra Eiendom AS,http://www.entra.no/no/,http://www.entra.no/en/,52,981698266,,26453
23418,biblioteket@aal.kommune.no,Ål bibliotek,Ål bibliotek,Ål Public Library,http://www.aalbibliotek.no,,73,,,27580
22300,lo@lo.no,LO - Landsorganisasjonen i Norge,LO - Landsorganisasjonen i Norge,Norwegian Confederation of Trade Unions (LO),http://www.lo.no/,http://www.lo.no/language/English/?tabid=894,81,971074337,,
22306,post@fengselogfriomsorg.no,Norsk Fengsels- og Friomsorgsforbund,Norsk Fengsels- og Friomsorgsforbund,Norwegian Prison and Probation Officers Union,http://www.fengselogfriomsorg.no,http://www.fengselogfriomsorg.no/en/,39,971436239,,
22217,postmottak@mattilsynet.no,Mattilsynet - Distriktskontoret for Salten,Mattilsynet - Distriktskontoret for Salten,Norwegian Food Safety Authority - District Office for Salten,http://www.mattilsynet.no/,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",37,,,25007
22224,postmottak@mattilsynet.no,"Mattilsynet - Distriktskontoret for Valdres og Gjøvikregionen, kontorsted Gjøvik","Mattilsynet - Distriktskontoret for Valdres og Gjøvikregionen, kontorsted Gjøvik","Norwegian Food Safety Authority - District Office for Valdres og Gjøvikregionen, Gjøvik",http://www.mattilsynet.no/,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",37,,,24996
22225,postmottak@mattilsynet.no,Mattilsynet - Distriktskontoret for Drammen,Mattilsynet - Distriktskontoret for Drammen,Norwegian Food Safety Authority - District Office for Drammen,http://www.mattilsynet.no,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",37,,,24997
22227,postmottak@mattilsynet.no,Mattilsynet - Distriktskontoret for Vest-Finnmark,Mattilsynet - Distriktskontoret for Vest-Finnmark,Norwegian Food Safety Authority - District Office for Vest-Finnmark,http://www.mattilsynet.no/,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",37,,,25008
22229,postmottak@mattilsynet.no,Mattilsynet - Distriktskontoret for Midt-Finnmark,Mattilsynet - Distriktskontoret for Midt-Finnmark,Norwegian Food Safety Authority - District Office for Midt-Finnmark,http://www.mattilsynet.no/,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",37,,,25008
24962,firmapost-nord@vegvesen.no,Vadsø trafikkstasjon,Vadsø trafikkstasjon,Vadsø Traffic Services Office,http://www.vegvesen.no/Om+Statens+vegvesen/Kontakt/Kontakt+oss/Trafikkstasjoner,http://www.vegvesen.no/en/The+NPRA/Contact+us/Contact+information/56794.cms,37,,,33761
24963,firmapost-nord@vegvesen.no,Kirkenes trafikkstasjon,Kirkenes trafikkstasjon,Kirkenes Traffic Services Office,http://www.vegvesen.no/Om+Statens+vegvesen/Kontakt/Kontakt+oss/Trafikkstasjoner,http://www.vegvesen.no/en/The+NPRA/Contact+us/Contact+information/56794.cms,37,,,33761
28397,postmottak@sandviken-sykehus.no,Sandviken sykehus,Sandviken sykehus,Sandviken sykehus,http://helse-bergen.no/omoss/avdelinger/sikkerhetspsykiatri/Sider/enhet.aspx,http://helse-bergen.no/english/Sider/side.aspx,39,,,32242
28398,post@helse-fonna.no,Valen sjukehus,Valen sjukehus,Valen sjukehus,http://www.helse-fonna.no/omoss/avdelinger/valen-sjukehus/Sider/enhet.aspx,,39,,,32240
28400,post@helse-fonna.no,Helse Fonna HF Haugesund sjukehus,Helse Fonna HF Haugesund sjukehus,Helse Fonna HF Haugesund sjukehus,http://www.helse-fonna.no,,39,,,32240
42622,postmottak@helse-mr.no,DPS Kristiansund ,DPS Kristiansund ,Kristiansund District Psychiatric Centre ,http://www.helsenr.no/no/Pasient/Behandlingstilbud/Allmennpsykiatriske-poliklinikker/,,39,,,44422
21960,valdres.jordskifterett@domstol.no,Valdres jordskifterett,Valdres jordskifterett,Valdres Land Consolidation Court,http://www.domstol.no/Jordskifte-enkelt-domstol/Valdres-jordskifterett/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
21964,jgolpost@domstol.no,Øvre Buskerud jordskifterett,Øvre Buskerud jordskifterett,Øvre Buskerud Land Consolidation Court,http://www.domstol.no/Jordskifte-enkelt-domstol/Test/,http://www.domstol.no/en/Enkelt-domstol/The-land-consolidation-court-of-Norway/,21,,,40944
42942,bibliotek@solund.kommune.no,Solund folkebibliotek,Solund folkebibliotek,Solund Public library,http://asp.bibits.no/solund.fb/default.asp,,73,,,25522
42943,postmottak.bib@stryn.kommune.no,Stryn bibliotek,Stryn bibliotek,Stryn Public Library,http://www.stryn.kommune.no/artikkel.aspx?AId=1604&back=1&MId1=311,,73,,,25347
21670,post.rogaland@politiet.no,Bjerkreim lensmannskontor,Bjerkreim lensmannskontor,Bjerkreim Police Station (lensmann) ,https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/KontaktInfo_35.xhtml,https://www.politi.no/international/,39,,,25652
21371,post@helse-fonna.no,Helse Fonna HF Stord sjukehus,Helse Fonna HF Stord sjukehus,Helse Fonna HF Stord sjukehus,http://www.helse-fonna.no,,39,,,32240
21540,post.sor-trondelag@politiet.no,Holtålen lensmannskontor,Holtålen lensmannskontor,Holtålen Police Station (lensmann) ,https://www.politi.no/sor_trondelag/kontakt_sor_trondelag/KontaktInfo_381.xhtml,https://www.politi.no/international/,39,,,25277
21497,post.mhpd@politiet.no,Svolvær politistasjon,Svolvær politistasjon,Svolvær Police Station ,https://www.politi.no/midtre_halogaland/kontakt_midtre_halogaland/KontaktInfo_253.xhtml,https://www.politi.no/international/,39,,,25587
30762,,Gulen forliksråd,Gulen forliksråd,Gulen Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
29111,nav.kontaktsenter@nav.no,NAV Våler (Østfold),NAV Våler (Østfold),NAV Våler (Østfold),http://www.nav.no/Lokalt/%C3%98stfold,http://www.nav.no/page?id=805312736,37,,,26066
29114,firmapost@kokom.no,KoKom - Nasjonalt kompetansesenter for helsetjenestens kommunikasjonsberedskap,KoKom - Nasjonalt kompetansesenter for helsetjenestens kommunikasjonsberedskap,KoKom - Nasjonalt kompetansesenter for helsetjenestens kommunikasjonsberedskap,http://www.kokom.no/,http://www.kokom.no/hurtigvalg/english.htm,58,,,32189
29115,post@brukerklagenemnda.no,Brukerklagenemnda for elektronisk kommunikasjon,Brukarklagenemnda for elektronisk kommunikasjon,Brukerklagenemnda for elektronisk kommunikasjon,http://www.brukerklagenemnda.no,,81,989363093,,
29116,postmottak@mattilsynet.no,Mattilsynet - Distriktskontoret for Øst-Finnmark,Mattilsynet - Distriktskontoret for Øst-Finnmark,Norwegian Food Safety Authority - District Office for Øst-Finnmark,http://www.mattilsynet.no/,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",37,,,25008
29117,postmottak@mattilsynet.no,Mattilsynet - Distriktskontoret for Sør-Troms,Mattilsynet - Distriktskontoret for Sør-Troms,Norwegian Food Safety Authority - District Office for Sør-Troms,http://www.mattilsynet.no/,"http://www.mattilsynet.no/portal/page?_pageid=54,40103&_dad=portal&_schema=PORTAL&language=english",37,,,25008
41331,postmottak@sjofartsdir.no,"Sjøfartsdirektoratet, Stasjon Kristiansund ","Sjøfartsdirektoratet, Stasjon Kristiansund ","Norwegian Maritime Directorate, Kristiansund office ",http://www.sjofartsdir.no/no/Om-Sjofartsdirektoratet/Distrikter_og_stasjoner/Distrikt_12/,http://www.sjofartsdir.no/en,37,,,41322
29135,,Skatt nord Brønnøy,Skatt nord Brønnøy,Brønnøy Tax Office,http://www.skatteetaten.no/no/,http://www.skatteetaten.no/en/International-pages/,37,,,40182
29144,postmottak@sthf.no,Sykehuset Telemark Ulefossveien,Sykehuset Telemark Ulefossveien,Sykehuset Telemark Ulefossveien,http://www.sykehuset-telemark.no/,http://www.sykehuset-telemark.no/omST/english/,39,,,32252
29153,postmottak@ofm.oslo.kommune.no,"Oslo kommune, overformynderiet","Oslo kommune, overformynderiet","City of Oslo, Public Guardian's Office",http://www.overformynderiet.oslo.kommune.no/,,73,976819950,,25703
31504,postmottak-8105@kriminalomsorg.no,Kriminalomsorgen Sandaker overgangsbolig,Kriminalomsorgen Sandaker overgangsbolig,Sandaker Correctional Services halfway house,https://www.kriminalomsorgen.no/index.php?id=334168,http://www.kriminalomsorgen.no/index.php?id=432819,39,,,22103
34841,postboks@ptil.no,Petroleumstilsynet,Petroleumstilsynet,Petroleum Safety Authority Norway,http://www.ptil.no/,http://www.ptil.no/English/,33,986174613,,26416
31528,postmottak-9321@kriminalomsorg.no,Kriminalomsorgen Vestfold friomsorgskontor,Kriminalomsorgen Vestfold friomsorgskontor,Vestfold Probation and Aftercare Service,http://www.kriminalomsorgen.no/index.php?id=331693,http://www.kriminalomsorgen.no/index.php?id=432819,39,,,31204
31555,postmottak.alesund-fengsel@kriminalomsorg.no,Kriminalomsorgen Ålesund fengsel,Kriminalomsorgen Ålesund fengsel,Ålesund Prison Service,http://www.kriminalomsorgen.no/index.php?cat=79020,http://www.kriminalomsorgen.no/index.php?id=432819,39,,,31202
30763,,Hadsel forliksråd,Hadsel forliksråd,Hadsel Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30764,,Halden forliksråd,Halden forliksråd,Halden Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30765,,Halsa forliksråd,Halsa forliksråd,Halsa Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30766,,Hamar forliksråd,Hamar forliksråd,Hamar Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30767,,Hamarøy forliksråd,Hamarøy forliksråd,Hamarøy Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30768,,Hammerfest forliksråd,Hammerfest forliksråd,Hammerfest Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30769,,Haram forliksråd,Haram forliksråd,Haram Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
30770,,Hareid forliksråd,Hareid forliksråd,Hareid Conciliation Board,http://www.forliksraadet.no/index.php,,281,,,42202
25158,,Lånekasssen - Tromsø,Lånekasssen - Tromsø,"State Educational Loan Fund, Tromsø office",http://www.lanekassen.no/,http://www.lanekassen.no/Toppmeny/Languages/English/,38,,,40722
25159,,Lånekassen - Trondheim,Lånekassen - Trondheim,"State Educational Loan Fund, Trondheim office",http://www.lanekassen.no/,http://www.lanekassen.no/Toppmeny/Languages/English/,38,,,40722
25160,,Lånekassen - Ørsta,Lånekassen - Ørsta,"State Educational Loan Fund, Ørsta office",http://www.lanekassen.no/,http://www.lanekassen.no/Toppmeny/Languages/English/,38,,,40722
25161,,Lånekassen - Bergen ,Lånekassen - Bergen ,"State Educational Loan Fund, Bergen office",http://www.lanekassen.no/,http://www.lanekassen.no/Toppmeny/Languages/English/,38,,,40722
25162,,Lånekassen - Stavanger,Lånekassen - Stavanger,"State Educational Loan Fund, Stavanger office",http://www.lanekassen.no/,http://www.lanekassen.no/Toppmeny/Languages/English/,38,,,40722
25163,,Lånekassen - Oslo,Lånekassen - Oslo,"State Educational Loan Fund, Oslo office",http://www.lanekassen.no/,http://www.lanekassen.no/Toppmeny/Languages/English/,38,,,40722
25084,postmottak@oed.dep.no,Olje- og energidepartementet,Olje- og energidepartementet,Ministry of Petroleum and Energy,http://www.regjeringen.no/nb/dep/oed.html?id=750,http://www.regjeringen.no/en/dep/oed.html?id=750,27,977161630,,
24458,nav.kontaktsenter@nav.no,NAV Os (Hedmark),NAV Os (Hedmark),NAV Os (Hedmark) ,http://www.nav.no/Lokalt/Hedmark,http://nav.no/page?id=805312736,37,,,26063
24460,nav.kontaktsenter@nav.no,NAV Os  (Hordaland),NAV Os  (Hordaland),NAV Os  (Hordaland),http://www.nav.no/Lokalt/Hordaland,http://nav.no/page?id=805312736,37,,,26064
24462,nav.kontaktsenter@nav.no,NAV Osterøy ,NAV Osterøy ,NAV Osterøy,http://www.nav.no/Lokalt/Hordaland,http://nav.no/page?id=805312736,37,,,26064
24471,nav.kontaktsenter@nav.no,NAV Nesset ,NAV Nesset ,NAV Nesset,http://www.nav.no/Lokalt/M%C3%B8re+og+Romsdal,http://www.nav.no/page?id=805312736,37,,,26065
24472,nav.nissedal@nav.no,NAV Nissedal ,NAV Nissedal ,NAV Nissedal ,http://www.nav.no/Lokalt/Telemark,http://www.nav.no/page?id=805312736,37,,,26059
24474,nav.nome@nav.no,NAV Nome ,NAV Nome ,NAV Nome ,http://www.nav.no/Lokalt/Telemark,http://www.nav.no/English,37,,,26059
24475,nav.nord-aurdal@nav.no,NAV Valdres Nord-Aurdal,NAV Valdres Nord-Aurdal,NAV Valdres Nord-Aurdal,http://www.nav.no/Lokalt/Oppland,http://www.nav.no/page?id=805312736,37,,,26054
24476,nav.nord-fron@nav.no,NAV Nord-Fron ,NAV Nord-Fron ,NAV Nord-Fron ,http://www.nav.no/Lokalt/Oppland,http://nav.no/page?id=805312736,37,,,26054
